City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Kuytun,RU,2022-04-28 03:01:59,54.3419,101.5036,42.03,37,3,5.12
280,Bhinga,IN,2022-04-28 03:01:59,27.7167,81.9333,93.99,13,0,11.48
281,Nuevitas,CU,2022-04-28 03:02:00,21.5453,-77.2644,74.55,67,47,10.74
282,Moerai,PF,2022-04-28 03:02:00,-22.4333,-151.3333,79.66,78,10,14.65
283,Nador,MA,2022-04-28 03:02:00,35.174,-2.9287,57.45,88,0,2.3
284,Guerrero Negro,MX,2022-04-28 03:02:01,27.9769,-114.0611,60.51,84,0,16.73
285,Kodinsk,RU,2022-04-28 03:02:01,58.6881,99.1844,41.63,67,100,6.31
286,Hvide Sande,DK,2022-04-28 03:02:02,56.0045,8.1294,38.08,70,11,17.25
287,Vao,NC,2022-04-28 03:02:03,-22.6667,167.4833,75.61,70,100,23.8
288,Disna,BY,2022-04-28 03:02:04,55.568,28.1971,30.65,62,77,3.38
289,Pangody,RU,2022-04-28 03:02:04,65.85,74.4859,22.48,82,84,4.07
290,Kaitangata,NZ,2022-04-28 03:02:05,-46.2817,169.8464,57.45,63,63,3.56
291,Zhangjiakou,CN,2022-04-28 03:02:05,40.81,114.8794,47.05,70,96,3.31
292,Avera,US,2022-04-28 03:02:06,33.194,-82.5271,56.71,41,0,6.53
293,Uglegorsk,RU,2022-04-28 03:02:06,49.0833,142.0333,36.23,75,100,24.05
294,Kedougou,SN,2022-04-28 03:02:07,12.5579,-12.1743,84.42,49,20,9.17
295,Tanout,NE,2022-04-28 03:02:07,14.9709,8.8879,80.8,15,0,7.45
296,Walvis Bay,NA,2022-04-28 03:02:08,-22.9575,14.5053,61.09,60,2,3.65
297,Bathsheba,BB,2022-04-28 03:02:09,13.2167,-59.5167,76.71,88,100,11.16
298,Tieling,CN,2022-04-28 03:02:09,42.2931,123.8414,57.25,17,100,2.13
299,Noumea,NC,2022-04-28 03:02:10,-22.2763,166.4572,82.38,99,100,12.57
300,Tank,PK,2022-04-28 03:02:10,32.2217,70.3793,94.84,11,91,2.8
301,Richards Bay,ZA,2022-04-28 03:02:11,-28.783,32.0377,61.95,82,50,5.95
302,Sur,OM,2022-04-28 03:02:11,22.5667,59.5289,88.83,40,0,3.47
303,Baculin,PH,2022-04-28 03:02:12,7.4525,126.5842,82.92,73,98,4.18
304,Pyay,MM,2022-04-28 03:02:12,18.8167,95.2167,96.64,43,85,6.13
305,Kailua,US,2022-04-28 03:00:38,21.4022,-157.7394,80.02,79,81,3.0
306,Chunskiy,RU,2022-04-28 03:02:13,56.0815,99.6342,43.88,55,93,3.69
307,Baykit,RU,2022-04-28 03:02:14,61.67,96.37,39.16,76,100,6.46
308,Honiara,SB,2022-04-28 03:01:38,-9.4333,159.95,84.87,74,86,4.94
309,Camopi,GF,2022-04-28 03:02:15,3.1655,-52.3158,72.41,99,100,2.01
310,Salalah,OM,2022-04-28 03:02:15,17.0151,54.0924,80.04,81,36,2.46
311,Faanui,PF,2022-04-28 03:02:16,-16.4833,-151.75,81.82,74,18,20.51
312,Verkhoyansk,RU,2022-04-28 03:02:16,67.5447,133.385,20.64,76,100,5.79
313,Port Lincoln,AU,2022-04-28 03:02:17,-34.7333,135.8667,76.23,46,3,14.76
314,Alugan,PH,2022-04-28 03:02:22,12.2188,125.4808,82.42,84,98,11.41
315,Pasinler,TR,2022-04-28 03:02:23,39.9803,41.6764,41.99,86,37,0.85
316,Tuskegee,US,2022-04-28 03:02:23,32.424,-85.6916,63.75,87,0,6.38
317,Bilibino,RU,2022-04-28 03:02:24,68.0546,166.4372,33.13,96,57,2.48
318,Tual,ID,2022-04-28 03:02:24,-5.6667,132.75,85.17,71,100,13.02
319,Noormarkku,FI,2022-04-28 03:02:25,61.5927,21.8685,28.18,86,0,4.61
320,Mahibadhoo,MV,2022-04-28 03:02:25,3.7833,72.9667,84.49,71,5,6.04
321,Geraldton,AU,2022-04-28 03:02:26,-28.7667,114.6,70.21,68,76,3.44
322,Namibe,AO,2022-04-28 03:02:26,-15.1961,12.1522,72.64,74,46,3.33
323,Birin,NP,2022-04-28 03:02:27,26.8865,88.0718,72.77,52,0,5.55
324,Vertou,FR,2022-04-28 03:02:27,47.1687,-1.4693,57.18,62,0,10.36
325,Ponta Do Sol,PT,2022-04-28 03:02:28,32.6667,-17.1,61.43,74,59,6.26
326,Kurilsk,RU,2022-04-28 03:02:28,45.2333,147.8833,36.32,73,27,28.57
327,Roros,NO,2022-04-28 03:02:29,62.5747,11.3842,31.84,69,100,8.05
328,Lethem,GY,2022-04-28 03:02:29,3.3803,-59.7968,79.99,73,100,3.18
329,Vestmanna,FO,2022-04-28 03:02:30,62.1564,-7.1664,41.92,87,100,1.14
330,General Pico,AR,2022-04-28 02:58:02,-35.6566,-63.7568,50.34,47,81,9.82
331,Shingu,JP,2022-04-28 03:02:30,33.7333,135.9833,63.88,87,100,10.29
332,Kadipur,IN,2022-04-28 03:02:31,26.1667,82.3833,98.11,8,0,2.82
333,Caconda,AO,2022-04-28 03:02:31,-13.7333,15.0667,57.69,77,35,4.65
334,Camacha,PT,2022-04-28 03:02:31,33.0833,-16.3333,58.42,77,40,8.05
335,Belyy Yar,RU,2022-04-28 03:02:32,53.6039,91.3903,50.86,50,0,4.47
336,Rochegda,RU,2022-04-28 03:02:32,62.8,43.25,19.67,82,25,3.15
337,Longyearbyen,SJ,2022-04-28 03:02:33,78.2186,15.6401,3.04,60,40,16.11
338,Lorengau,PG,2022-04-28 03:02:33,-2.0226,147.2712,86.31,69,85,9.78
339,Marsa Matruh,EG,2022-04-28 03:02:34,31.3525,27.2453,63.37,66,0,5.08
340,San Patricio,US,2022-04-28 03:02:34,28.017,-97.5169,75.83,83,26,9.13
341,Dormidontovka,RU,2022-04-28 03:02:35,47.7702,134.9076,50.0,33,3,16.51
342,Klyuchi,RU,2022-04-28 03:02:35,52.2667,79.1667,59.34,41,89,7.05
343,Sungairaya,ID,2022-04-28 03:02:36,0.7,108.9,86.5,67,99,2.17
344,Milan,IT,2022-04-28 02:58:57,45.4643,9.1895,57.97,67,75,4.61
345,Poum,NC,2022-04-28 03:02:36,-20.2333,164.0167,75.31,77,100,21.3
346,Harper,LR,2022-04-28 03:02:37,4.375,-7.7169,79.79,84,71,4.63
347,Upernavik,GL,2022-04-28 03:02:37,72.7868,-56.1549,29.35,99,100,4.88
348,Ibra,OM,2022-04-28 03:02:37,22.6906,58.5334,82.8,34,0,2.08
349,Shorkot,PK,2022-04-28 03:02:38,31.9099,70.8774,92.64,10,37,6.02
350,Narrabri,AU,2022-04-28 03:02:38,-30.3167,149.7833,78.53,60,85,4.0
351,Terrace,CA,2022-04-28 02:59:59,54.5163,-128.6035,49.91,57,75,16.11
352,Sabha,LY,2022-04-28 03:02:39,27.0377,14.4283,73.44,12,0,6.22
353,Piranhas,BR,2022-04-28 03:02:39,-16.4269,-51.8222,70.2,61,0,1.52
354,High Level,CA,2022-04-28 03:02:40,58.5169,-117.136,41.5,96,100,4.27
355,Bara,NG,2022-04-28 03:02:40,10.3744,10.7288,76.37,78,100,13.02
356,Raga,SS,2022-04-28 03:01:10,8.4596,25.678,74.77,76,95,6.46
357,North Bend,US,2022-04-28 03:02:41,43.4065,-124.2243,51.93,90,100,6.2
358,Tura,IN,2022-04-28 03:02:41,25.5198,90.2201,86.09,50,0,2.04
359,Rawson,AR,2022-04-28 03:02:47,-43.3002,-65.1023,45.36,52,100,18.34
360,Whitley Bay,GB,2022-04-28 03:02:47,55.0397,-1.4471,43.2,78,100,2.3
361,Beidao,CN,2022-04-28 03:02:48,34.5686,105.8933,58.98,56,17,1.05
362,Aklavik,CA,2022-04-28 03:02:48,68.2191,-135.0107,18.25,87,100,8.9
363,Chanika,TZ,2022-04-28 03:02:49,-5.4167,38.0167,65.32,98,70,3.38
364,Zhigansk,RU,2022-04-28 03:02:49,66.7697,123.3711,22.6,79,17,11.56
365,Yar-Sale,RU,2022-04-28 03:02:50,66.8333,70.8333,17.92,79,84,6.4
366,Wyndham,US,2022-04-28 03:02:50,37.6985,-77.6125,52.14,64,1,1.99
367,Ambilobe,MG,2022-04-28 03:02:51,-13.2,49.05,71.13,96,82,2.91
368,Santiago,CL,2022-04-28 03:01:30,-33.4569,-70.6483,56.28,74,0,1.97
369,Maningrida,AU,2022-04-28 03:02:51,-12.0667,134.2667,89.15,56,90,6.53
370,Kati,ML,2022-04-28 03:02:52,12.7441,-8.0726,87.21,24,76,0.18
371,Bambous Virieux,MU,2022-04-28 03:02:52,-20.3428,57.7575,72.21,94,20,3.44
372,Whitehorse,CA,2022-04-28 03:01:13,60.7161,-135.0538,41.31,88,100,3.2
373,Kungalv,SE,2022-04-28 03:02:53,57.871,11.9805,47.1,90,54,5.12
374,Evensk,RU,2022-04-28 03:02:53,61.95,159.2333,35.91,93,100,26.96
375,West Des Moines,US,2022-04-28 03:02:53,41.572,-93.7453,53.29,56,75,17.0
376,Matadi,CD,2022-04-28 03:02:54,-5.8167,13.45,76.69,91,99,1.72
377,Amurzet,RU,2022-04-28 03:02:54,47.6967,131.0981,52.09,30,50,13.98
378,Hovd,MN,2022-04-28 03:02:55,48.0056,91.6419,40.89,40,17,1.39
379,Tiarei,PF,2022-04-28 03:02:55,-17.5333,-149.3333,86.02,73,11,22.15
380,Vila Franca Do Campo,PT,2022-04-28 03:02:56,37.7167,-25.4333,67.19,94,100,19.57
381,Nerchinsk,RU,2022-04-28 03:02:56,51.9833,116.5833,46.09,32,100,17.43
382,Hobyo,SO,2022-04-28 03:02:56,5.3505,48.5268,83.19,74,47,6.49
383,Pontes E Lacerda,BR,2022-04-28 03:02:57,-15.2261,-59.3353,71.6,69,0,2.98
384,Gigmoto,PH,2022-04-28 03:02:57,13.7796,124.39,84.67,75,100,10.38
385,Lere,NG,2022-04-28 03:02:58,10.387,8.5726,73.78,77,100,8.81
386,Stornoway,GB,2022-04-28 03:02:58,58.2093,-6.3865,33.76,93,75,1.14
387,Krasnoselkup,RU,2022-04-28 03:02:59,65.7,82.4667,32.81,100,100,7.49
388,Boende,CD,2022-04-28 03:02:59,-0.2167,20.8667,69.75,97,75,0.78
389,Kulachi,PK,2022-04-28 03:03:00,31.9286,70.4592,94.06,11,88,5.95
390,Freeport,US,2022-04-28 03:03:00,40.6576,-73.5832,44.58,50,0,25.32
391,Bridgetown,BB,2022-04-28 03:03:01,13.1,-59.6167,77.32,86,100,11.43
392,San Buenaventura,MX,2022-04-28 03:03:01,27.0833,-101.5333,77.47,57,34,5.08
393,Ilulissat,GL,2022-04-28 03:03:01,69.2167,-51.1,32.02,86,100,0.0
394,West Monroe,US,2022-04-28 03:00:41,32.5185,-92.1476,54.32,77,2,4.38
395,Lyubech,UA,2022-04-28 03:03:02,51.7026,30.6569,34.05,77,9,5.86
396,Wittingen,DE,2022-04-28 03:03:03,52.7269,10.7361,41.99,96,15,4.88
397,Clyde River,CA,2022-04-28 03:03:03,70.4692,-68.5914,-4.38,96,27,4.88
398,Mizan Teferi,ET,2022-04-28 03:03:04,6.9833,35.5833,60.67,95,99,3.38
399,Puerto Cabezas,NI,2022-04-28 03:03:04,14.0351,-83.3888,76.37,88,100,8.23
400,Wucheng,CN,2022-04-28 03:03:05,29.6008,118.175,72.25,84,97,2.17
401,Mizdah,LY,2022-04-28 03:03:05,31.4451,12.9801,61.45,47,92,22.53
402,Mokhsogollokh,RU,2022-04-28 03:03:06,61.4681,128.9203,30.42,66,100,7.54
403,Katsuura,JP,2022-04-28 03:03:06,35.1333,140.3,61.65,60,100,18.48
404,Biltine,TD,2022-04-28 03:03:07,14.5333,20.9167,84.81,44,79,10.47
405,Djibo,BF,2022-04-28 03:03:12,14.1022,-1.6306,81.52,20,10,10.47
406,Phalodi,IN,2022-04-28 03:03:13,27.1333,72.3667,92.34,19,0,10.85
407,Ures,MX,2022-04-28 03:03:13,29.4333,-110.4,77.11,22,0,8.21
408,Kaeo,NZ,2022-04-28 03:03:14,-35.1,173.7833,62.33,94,91,10.09
409,Ust-Tsilma,RU,2022-04-28 03:03:14,65.441,52.1498,20.91,82,53,5.57
410,Paramonga,PE,2022-04-28 03:03:15,-10.6667,-77.8333,66.83,88,100,7.27
411,Guzelyurt,TR,2022-04-28 03:03:15,38.2772,34.3719,51.12,60,100,2.24
412,Mahina,PF,2022-04-28 03:03:16,-17.5065,-149.489,85.77,58,20,8.05
413,Aloleng,PH,2022-04-28 03:03:16,16.1307,119.7824,90.12,57,28,7.58
414,Korla,CN,2022-04-28 03:03:17,41.7597,86.1469,52.5,57,100,21.9
415,Portobelo,PA,2022-04-28 03:03:17,9.55,-79.65,76.1,89,100,10.45
416,Nouakchott,MR,2022-04-28 03:03:18,18.0858,-15.9785,67.93,61,1,13.44
417,Sapele,NG,2022-04-28 03:03:18,5.8941,5.6767,72.37,97,100,2.93
418,Grindavik,IS,2022-04-28 03:03:19,63.8424,-22.4338,41.47,87,75,3.44
419,Altar,MX,2022-04-28 03:03:19,30.7,-111.8167,75.52,12,0,7.96
420,Karagay,RU,2022-04-28 03:03:20,58.2667,54.9368,51.69,88,99,12.03
421,Severodvinsk,RU,2022-04-28 03:03:20,64.5635,39.8302,23.11,77,24,9.57
422,Labrea,BR,2022-04-28 03:03:21,-7.2586,-64.7981,73.27,94,100,2.42
423,Riyadh,SA,2022-04-28 02:59:56,24.6877,46.7219,73.54,49,80,20.51
424,Belmonte,BR,2022-04-28 03:03:22,-15.8631,-38.8828,75.96,86,9,8.25
425,Kloulklubed,PW,2022-04-28 03:03:22,7.0419,134.2556,82.9,76,75,19.42
426,Rodrigues Alves,BR,2022-04-28 03:03:23,-7.738,-72.6509,73.62,96,69,1.88
427,Baoqing,CN,2022-04-28 03:03:23,46.3317,132.2111,53.35,30,67,13.58
428,Airai,TL,2022-04-28 03:03:24,-8.9266,125.4092,76.21,50,52,1.86
429,Glen Allen,US,2022-04-28 02:59:17,37.666,-77.5064,53.19,65,1,8.25
430,Aksarka,RU,2022-04-28 03:03:25,66.5606,67.7975,22.15,82,100,5.79
431,Banes,CU,2022-04-28 03:03:25,20.9625,-75.7186,73.42,72,22,9.78
432,Yuanping,CN,2022-04-28 03:03:26,38.7153,112.7575,50.65,57,100,5.06
433,Lompoc,US,2022-04-28 03:02:04,34.6391,-120.4579,55.56,80,63,4.0
434,Chiapilla,MX,2022-04-28 03:03:27,16.5167,-92.7333,77.07,67,76,3.09
435,Blackwater,AU,2022-04-28 03:03:27,-23.5833,148.8833,82.02,46,12,10.49
436,Kasane,BW,2022-04-28 03:03:27,-17.8167,25.15,63.0,71,78,8.79
437,Tazovskiy,RU,2022-04-28 03:03:28,67.4667,78.7,16.36,93,65,7.36
438,Bushehr,IR,2022-04-28 03:03:28,28.9684,50.8385,76.35,59,6,3.69
439,Sakaiminato,JP,2022-04-28 03:03:29,35.55,133.2333,58.68,59,56,19.91
440,Mayo,US,2022-04-28 03:03:29,38.8876,-76.5119,47.12,51,0,17.27
441,Kargil,IN,2022-04-28 03:03:30,34.5667,76.1,41.88,55,32,2.01
442,Pierre,US,2022-04-28 03:03:30,44.3683,-100.351,52.05,53,100,28.01
443,La Ronge,CA,2022-04-28 03:03:31,55.1001,-105.2842,34.65,84,77,10.22
444,Bacolod,PH,2022-04-28 03:03:31,10.6667,122.95,87.28,64,100,2.95
445,Iracoubo,GF,2022-04-28 03:03:31,5.4802,-53.2011,78.21,88,100,6.55
446,Ilhabela,BR,2022-04-28 03:03:32,-23.7781,-45.3581,75.04,77,2,3.47
447,Lavras,BR,2022-04-28 02:59:43,-21.2453,-44.9997,62.44,70,58,5.66
448,Kiunga,PG,2022-04-28 03:03:32,-6.1219,141.2906,91.27,54,92,2.98
449,Turukhansk,RU,2022-04-28 03:03:33,65.8167,87.9833,33.13,98,100,12.66
450,Nerchinskiy Zavod,RU,2022-04-28 03:03:33,51.3088,119.61,48.65,15,100,15.28
451,Borogontsy,RU,2022-04-28 03:03:39,62.6683,131.1683,31.82,58,12,8.3
452,Pangnirtung,CA,2022-04-28 03:03:39,66.1451,-65.7125,3.15,73,75,10.22
453,Suozhen,CN,2022-04-28 03:03:39,36.9539,118.1047,58.96,45,100,15.39
454,Constitucion,CL,2022-04-28 03:03:40,-35.3333,-72.4167,50.63,84,35,4.63
455,Senanga,ZM,2022-04-28 03:03:41,-16.1167,23.2667,63.48,80,37,6.17
456,Saint-Augustin,CA,2022-04-28 03:03:41,51.226,-58.6502,34.18,99,100,7.58
457,Shizunai,JP,2022-04-28 03:03:41,42.3339,142.3669,49.05,47,8,20.15
458,Akyab,MM,2022-04-28 03:03:42,20.15,92.9,87.35,58,3,9.04
459,Aichach,DE,2022-04-28 03:03:42,48.4576,11.1341,38.14,93,7,2.3
460,Homer,US,2022-04-28 03:03:43,59.6425,-151.5483,53.04,69,10,11.01
461,Hailar,CN,2022-04-28 03:03:43,49.2,119.7,48.34,18,18,8.79
462,Padang,ID,2022-04-28 03:03:43,-0.9492,100.3543,82.45,67,86,2.39
463,Vung Tau,VN,2022-04-28 03:01:58,10.346,107.0843,85.46,71,85,10.56
464,Inongo,CD,2022-04-28 03:02:22,-1.95,18.2667,70.81,95,100,2.42
465,Bryan,US,2022-04-28 03:03:44,30.6744,-96.37,73.15,66,0,8.05
466,Pangai,TO,2022-04-28 03:03:45,-19.8,-174.35,79.0,64,72,22.84
467,Barreirinhas,BR,2022-04-28 03:03:45,-2.7469,-42.8264,73.13,93,100,6.89
468,Shahrud,IR,2022-04-28 03:03:45,36.4182,54.9763,62.13,51,1,3.2
469,Kalmunai,LK,2022-04-28 03:03:46,7.4167,81.8167,84.58,73,12,6.64
470,Shakawe,BW,2022-04-28 03:03:46,-18.3667,21.85,65.62,76,70,5.48
471,Enterprise,US,2022-04-28 03:03:47,36.0252,-115.2419,81.7,14,75,10.0
472,Magadan,RU,2022-04-28 03:03:47,59.5667,150.8,36.54,59,100,16.6
473,Qui Nhon,VN,2022-04-28 03:03:48,13.7667,109.2333,84.58,71,84,7.29
474,Upata,VE,2022-04-28 03:03:48,8.0086,-62.3989,72.3,93,94,2.57
475,Barra Do Corda,BR,2022-04-28 03:01:25,-5.5,-45.25,72.18,92,63,1.79
476,Batticaloa,LK,2022-04-28 03:03:49,7.7102,81.6924,83.7,73,12,5.12
477,Beoumi,CI,2022-04-28 03:03:49,7.6736,-5.5764,72.77,86,100,5.1
478,Kasempa,ZM,2022-04-28 03:03:50,-13.4584,25.8338,58.95,90,43,7.54
479,Blagoveshchensk,RU,2022-04-28 03:03:50,50.2667,127.5333,50.61,23,20,6.71
480,Marquette,US,2022-04-28 03:03:51,46.5333,-87.6335,25.77,66,3,1.9
481,Acapulco,MX,2022-04-28 03:03:51,16.8634,-99.8901,78.62,89,0,6.91
482,Taybad,IR,2022-04-28 03:03:52,34.74,60.7756,73.15,34,45,10.13
483,Sulangan,PH,2022-04-28 03:03:52,11.1373,123.7228,83.68,75,100,12.33
484,Bay Roberts,CA,2022-04-28 02:59:04,47.5999,-53.2648,38.05,88,91,4.0
485,Kiama,AU,2022-04-28 03:03:53,-34.6833,150.8667,71.38,89,51,8.99
486,Igarka,RU,2022-04-28 03:03:53,67.4667,86.5833,32.88,100,100,5.7
487,Bataipora,BR,2022-04-28 03:03:54,-22.2953,-53.2711,75.42,60,88,4.92
488,Zhanaozen,KZ,2022-04-28 03:03:54,43.3,52.8,68.58,34,98,9.4
489,Khonsa,IN,2022-04-28 03:03:55,27.0167,95.5667,78.69,49,5,3.74
490,Wajima,JP,2022-04-28 03:03:55,37.4,136.9,55.83,51,60,18.32
491,Dengzhou,CN,2022-04-28 03:03:55,37.8086,120.7508,49.33,69,100,19.86
492,Mogadishu,SO,2022-04-28 03:02:56,2.0371,45.3438,82.04,76,86,7.45
493,Tarakan,ID,2022-04-28 03:03:56,3.3,117.6333,81.9,83,75,6.91
494,Ancud,CL,2022-04-28 03:03:56,-41.8697,-73.8203,45.39,77,39,10.2
495,Kumbo,CM,2022-04-28 03:03:57,6.2,10.6667,60.6,94,100,1.21
496,Bousso,TD,2022-04-28 03:04:02,10.4795,16.7117,82.06,54,100,6.24
497,Egvekinot,RU,2022-04-28 03:04:03,66.3167,-179.1667,29.32,85,87,2.19
498,Esperance,AU,2022-04-28 03:04:03,-33.8667,121.9,64.9,60,7,24.83
499,Along,IN,2022-04-28 03:04:04,28.1667,94.7667,81.43,50,100,0.65
500,Jieshi,CN,2022-04-28 03:04:05,22.8134,115.8257,85.95,80,87,14.29
501,Andapa,MG,2022-04-28 03:04:05,-14.65,49.65,66.4,91,33,2.19
502,Vila Do Maio,CV,2022-04-28 03:04:06,15.1333,-23.2167,68.79,79,5,15.99
503,White Rock,CA,2022-04-28 03:04:06,49.0164,-122.8026,50.99,67,25,5.99
504,Bozhou,CN,2022-04-28 03:04:07,33.8772,115.7703,59.77,36,100,9.69
505,Aberdeen,GB,2022-04-28 02:59:54,57.1437,-2.0981,38.5,93,10,1.14
506,Miles City,US,2022-04-28 03:04:07,46.4083,-105.8406,54.57,58,0,9.22
507,Lulea,SE,2022-04-28 03:04:08,65.5842,22.1547,23.07,80,57,3.44
508,Greenwood,US,2022-04-28 03:04:08,34.1668,-82.1165,57.27,69,0,0.0
509,Mercedes,AR,2022-04-28 03:04:09,-34.6515,-59.4307,52.03,56,0,5.23
510,Tautira,PF,2022-04-28 03:04:09,-17.7333,-149.15,81.21,74,24,21.14
511,Ajaccio,FR,2022-04-28 03:03:38,42.0,8.9167,48.25,87,0,6.91
512,Zeya,RU,2022-04-28 03:04:10,53.75,127.2667,45.86,23,45,7.36
513,Mbandaka,CD,2022-04-28 03:04:10,0.0487,18.2603,70.88,88,99,1.41
514,Tonantins,BR,2022-04-28 03:04:11,-2.8731,-67.8022,75.52,87,81,2.51
515,Kirakira,SB,2022-04-28 03:04:12,-10.4544,161.9205,83.73,77,43,6.49
516,Ketchikan,US,2022-04-28 03:04:12,55.3422,-131.6461,45.52,78,48,5.57
517,Kaliua,TZ,2022-04-28 03:04:13,-5.0606,31.7936,62.73,97,31,4.32
518,Rovaniemi,FI,2022-04-28 03:04:13,66.5,25.7167,26.01,68,0,5.75
519,Doka,SD,2022-04-28 03:04:14,13.5167,35.7667,81.72,10,7,8.9
520,Annau,TM,2022-04-28 03:04:14,37.8876,58.516,74.5,39,100,3.6
521,Riverton,US,2022-04-28 03:00:31,40.5219,-111.9391,65.16,36,100,8.05
522,Fershampenuaz,RU,2022-04-28 03:04:15,53.5202,59.8117,58.08,51,100,15.86
523,Teya,RU,2022-04-28 03:04:15,60.3778,92.6267,38.26,95,100,5.59
524,Teahupoo,PF,2022-04-28 03:04:16,-17.8333,-149.2667,80.53,74,27,21.83
525,Tupik,RU,2022-04-28 03:04:16,54.4253,119.9327,45.12,25,100,0.51
526,Eureka,US,2022-04-28 03:04:17,40.8021,-124.1637,52.66,78,100,5.99
527,Nome,US,2022-04-28 03:03:53,64.5011,-165.4064,36.1,76,57,0.96
528,Hendek,TR,2022-04-28 03:04:18,40.7994,30.7481,49.05,84,25,2.15
529,Waling,NP,2022-04-28 03:04:18,27.9833,83.7667,86.65,23,0,4.7
530,Daru,PG,2022-04-28 03:04:19,-9.0763,143.2092,84.16,73,53,8.48
531,Half Moon Bay,US,2022-04-28 03:00:40,37.4636,-122.4286,56.1,79,75,13.8
532,Curaca,BR,2022-04-28 03:04:19,-8.9903,-39.9094,74.03,63,60,11.3
533,Jevnaker,NO,2022-04-28 03:04:20,60.2414,10.385,38.68,89,74,2.37
534,Ca Mau,VN,2022-04-28 03:04:20,9.1769,105.15,91.99,52,100,6.44
535,Fukue,JP,2022-04-28 03:04:21,32.6881,128.8419,63.9,71,31,14.23
536,Margate,GB,2022-04-28 03:04:21,51.3813,1.3862,46.69,76,43,4.0
537,Isla Mujeres,MX,2022-04-28 03:00:04,21.2311,-86.731,78.17,75,57,12.66
538,Bani Walid,LY,2022-04-28 03:04:22,31.7566,13.9942,61.14,59,43,14.12
539,Central Point,US,2022-04-28 03:04:22,42.376,-122.9164,55.53,49,0,10.36
540,Salamiyah,SY,2022-04-28 03:04:23,35.0113,37.0532,65.19,42,100,2.39
541,Takab,IR,2022-04-28 03:04:23,36.4009,47.1133,49.95,83,8,1.54
542,Grand Junction,US,2022-04-28 03:02:46,39.0639,-108.5507,69.24,16,0,5.01
543,Tamandare,BR,2022-04-28 03:04:29,-8.7597,-35.1047,77.38,81,100,3.76
544,Sept-Iles,CA,2022-04-28 03:03:53,50.2001,-66.3821,34.05,71,100,3.0
545,Kungurtug,RU,2022-04-28 03:04:30,50.5994,97.5228,41.4,40,28,3.0
546,Isla Vista,US,2022-04-28 03:04:30,34.4133,-119.861,62.83,70,0,4.0
547,Arman,RU,2022-04-28 03:04:31,59.7,150.1667,37.02,56,100,18.68
548,Cabedelo,BR,2022-04-28 03:02:02,-6.9811,-34.8339,78.51,81,94,9.37
549,Anchorage,US,2022-04-28 03:00:26,61.2181,-149.9003,52.32,68,98,4.99
550,Lichuan,CN,2022-04-28 03:04:31,30.3,108.85,59.11,98,100,4.56
551,Kjopsvik,NO,2022-04-28 03:04:32,68.097,16.3742,31.17,85,100,6.91
552,Mirnyy,RU,2022-04-28 03:04:32,62.5353,113.9611,33.76,59,95,5.88
553,Mundybash,RU,2022-04-28 03:04:33,53.211,87.2983,55.38,45,17,4.21
554,Termoli,IT,2022-04-28 03:04:33,41.9888,14.9895,54.79,87,10,13.4
555,Semey,KZ,2022-04-28 03:04:34,50.4111,80.2275,55.62,47,0,6.71
556,Murray Bridge,AU,2022-04-28 03:00:42,-35.1167,139.2667,81.12,27,70,7.81
557,Hansot,IN,2022-04-28 03:04:34,21.5833,72.8,90.21,31,5,3.89
558,Inyonga,TZ,2022-04-28 03:04:35,-6.7167,32.0667,61.56,96,89,4.14
559,Tarabha,IN,2022-04-28 03:04:35,20.7333,83.65,99.61,22,4,8.14
560,Havelock,US,2022-04-28 03:04:36,34.8791,-76.9013,63.93,65,23,1.01
